"Code","SiteCode","Level","Pcode","Province_EN","Province_TH","Dcode","Distinct_EN","Distinct_TH","Scode","SubDistinct_EN","SubDistinct_TH","Zone","Name_TH","Name_EN","Htype","HType2","Hsize","P_Funded","Focus","Prioritization","CDC","NEAB","x","y"
"11372","11372","Site/Hospital","P85","Ranong","ระนอง","8503","Kapoe","อ.กะเปอร์","850302",NULL,NULL,"Z11","รพ.กะเปอร์","Kaper","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"98.5894865447812","9.58331745698502"
"11373","11373","Site/Hospital","P85","Ranong","ระนอง","8504","Kra Buri","อ.กระบุรี","850401",NULL,NULL,"Z11","รพ.กระบุรี","Kraburi","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"98.7778250259677","10.3980555934824"
"11374","11374","Site/Hospital","P85","Ranong","ระนอง","8505","Suk Samran","อ.สุขสำราญ","850502",NULL,NULL,"Z11","รพ.สุขสำราญ","Suksamran","Public","District H","SS","Domestic only","Non-PF",NULL,NULL,NULL,"98.4308363153608","9.34285699408529"
"11375","11375","Site/Hospital","P86","Chumphon","ชุมพร","8601","Mueang Chumphon","อ.เมืองชุมพร","860102",NULL,NULL,"Z11","รพ.ปากน้ำชุมพร","Paknamchumphon","Public","District H","SS","Domestic only","Non-PF",NULL,NULL,NULL,"99.249100759","10.438599672"
"11376","11376","Site/Hospital","P86","Chumphon","ชุมพร","8602","Tha Sae","อ.ท่าแซะ","860209",NULL,NULL,"Z11","รพ.ท่าแซะ","Thasae","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"99.203612742","10.681776409"
"11377","11377","Site/Hospital","P86","Chumphon","ชุมพร","8603","Pathio","อ.ปะทิว","860301",NULL,NULL,"Z11","รพ.ปะทิว","Pathio","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"99.317583732","10.707411713"
"11378","11378","Site/Hospital","P86","Chumphon","ชุมพร","8603","Pathio","อ.ปะทิว","860305",NULL,NULL,"Z11","รพ.มาบอำมฤต","Map Ammarit","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"99.3376917198052","10.8660128070433"
"11379","11379","Site/Hospital","P86","Chumphon","ชุมพร","8604","Lang Suan","อ.หลังสวน","860412",NULL,NULL,"Z11","รพ.หลังสวน","Langsuan","Public","District H","ML","Domestic only","Non-PF",NULL,NULL,NULL,"99.06616688","9.9834748"
"11380","11380","Site/Hospital","P86","Chumphon","ชุมพร","8604","Lang Suan","อ.หลังสวน","860409",NULL,NULL,"Z11","รพ.ปากน้ำหลังสวน","Paknamlangsuan","Public","District H","SS","Domestic only","Non-PF",NULL,NULL,NULL,"99.14991617","9.96435967"
"11381","11381","Site/Hospital","P86","Chumphon","ชุมพร","8605","Lamae","อ.ละแม","860501",NULL,NULL,"Z11","รพ.ละแม","Lamae","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"99.0860901730327","9.75748243691317"
"11382","11382","Site/Hospital","P86","Chumphon","ชุมพร","8606","Phato","อ.พะโต๊ะ","860601",NULL,NULL,"Z11","รพ.พะโต๊ะ","Phato","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"98.7770567790985","9.78849320189299"
"11383","11383","Site/Hospital","P86","Chumphon","ชุมพร","8607","Sawi","อ.สวี","860701",NULL,NULL,"Z11","รพ.สวี","Sawee","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"99.1092241014173","10.2299927327001"
"11385","11385","Site/Hospital","P86","Chumphon","ชุมพร","8608","Thung Tako","อ.ทุ่งตะโก","860802",NULL,NULL,"Z11","รพ.ทุ่งตะโก","Thung Tako","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"99.0867606355819","10.1220708179895"
"11386","11386","Site/Hospital","P90","Songkhla","สงขลา","9002","Sathing Phra","อ.สทิงพระ","900201",NULL,NULL,"Z12","รพ.สทิงพระ","Satingphra","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.44466377","7.4535454673"
"11387","11387","Site/Hospital","P90","Songkhla","สงขลา","9003","Chana","อ.จะนะ","900301",NULL,NULL,"Z12","รพ.จะนะ","Chana","Public","District H","M","Add-on PEPFAR","PF-1",NULL,NULL,NULL,"100.73952031","6.9155626493"
"11388","11388","Site/Hospital","P90","Songkhla","สงขลา","9004","Na Thawi","อ.นาทวี","900401",NULL,NULL,"Z12","รพ.สมเด็จฯ ณ อำเภอนาทวี","Somdet Phraborom Rachineenat Nathawi","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,"USAID",NULL,"6.72917864524972","100.693699709237"
"11390","11390","Site/Hospital","P90","Songkhla","สงขลา","9005","Thepha","อ.เทพา","900501",NULL,NULL,"Z12","รพ.เทพา","Thepa","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.954360177909","6.80437246242318"
"11391","11391","Site/Hospital","P90","Songkhla","สงขลา","9006","Saba Yoi","อ.สะบ้าย้อย","900601",NULL,NULL,"Z12","รพ.สะบ้าย้อย","Sabayoi","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.94937157","6.6253314037"
"11392","11392","Site/Hospital","P90","Songkhla","สงขลา","9007","Ranot","อ.ระโนด","900701",NULL,NULL,"Z12","รพ.ระโนด","Ranod","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.33281975","7.7833634897"
"11393","11393","Site/Hospital","P90","Songkhla","สงขลา","9008","Krasae Sin","อ.กระแสสินธุ์","900803",NULL,NULL,"Z12","รพ.กระแสสินธุ์","Krasaesin","Public","District H","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.32687262","7.6117307001"
"11394","11394","Site/Hospital","P90","Songkhla","สงขลา","9009","Rattaphum","อ.รัตภูมิ","900901",NULL,NULL,"Z12","รพ.รัตภูมิ","Rattaphum","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.25510016","7.1339846991"
"11395","11395","Site/Hospital","P90","Songkhla","สงขลา","9010","Sadao","อ.สะเดา","901001",NULL,NULL,"Z12","รพ.สะเดา","Sadao","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.3874337","6.6387143009"
"11396","11396","Site/Hospital","P90","Songkhla","สงขลา","9012","Na Mom","อ.นาหม่อม","901202",NULL,NULL,"Z12","รพ.นาหม่อม","Namom","Public","District H","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.585920910679","6.98454931059703"
"11397","11397","Site/Hospital","P90","Songkhla","สงขลา","9013","Khuan Niang","อ.ควนเนียง","901301",NULL,NULL,"Z12","รพ.ควนเนียง","Khuanniang","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.34325074","7.1987864333"
"11398","11398","Site/Hospital","P90","Songkhla","สงขลา","9010","Sadao","อ.สะเดา","901007",NULL,NULL,"Z12","รพ.ปาดังเบซาร์","Padang Basar","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.33618752","6.662142619"
"11399","11399","Site/Hospital","P90","Songkhla","สงขลา","9014","Bang Klam","อ.บางกล่ำ","901401",NULL,NULL,"Z12","รพ.บางกล่ำ","Bangklam","Public","District H","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.409177","7.093016"
"11400","11400","Site/Hospital","P90","Songkhla","สงขลา","9015","Singhanakhon","อ.สิงหนคร","901502",NULL,NULL,"Z12","รพ.สิงหนคร","Singhanakorn","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.53472851","7.2266147929"
"11401","11401","Site/Hospital","P90","Songkhla","สงขลา","9016","Khlong Hoi Khong","อ.คลองหอยโข่ง","901601",NULL,NULL,"Z12","รพ.คลองหอยโข่ง","Khlong Hoi Khong","Public","District H","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.396710207196","6.90509711245345"
"11402","11402","Site/Hospital","P91","Satun","สตูล","9102","Khuan Don","อ.ควนโดน","910202",NULL,NULL,"Z12","รพ.ควนโดน","Khuandon","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.095250477221","6.7762687725889"
"11403","11403","Site/Hospital","P91","Satun","สตูล","9103","Khuan Kalong","อ.ควนกาหลง","910302",NULL,NULL,"Z12","รพ.ควนกาหลง","Khuankalong","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"99.9736762","6.86488405"
"11404","11404","Site/Hospital","P91","Satun","สตูล","9104","Tha Phae","อ.ท่าแพ","910401",NULL,NULL,"Z12","รพ.ท่าแพ","Thapae","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"99.9705910172621","6.78807505527153"
"11405","11405","Site/Hospital","P91","Satun","สตูล","9105","La-Ngu","อ.ละงู","910501",NULL,NULL,"Z12","รพ.ละงู","La-ngu","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"99.785960217","6.9314537587"
"11406","11406","Site/Hospital","P91","Satun","สตูล","9106","Thung Wa","อ.ทุ่งหว้า","910601",NULL,NULL,"Z12","รพ.ทุ่งหว้า","Thung Wa","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"99.766717543","7.0925659538"
"11407","11407","Site/Hospital","P92","Trang","ตรัง","9202","Kantang","อ.กันตัง","920204",NULL,NULL,"Z12","รพ.กันตัง","Kantang","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"99.526578541","7.4152844776"
"11408","11408","Site/Hospital","P92","Trang","ตรัง","9203","Yan Ta Khao","อ.ย่านตาขาว","920301",NULL,NULL,"Z12","รพ.ย่านตาขาว","Yan Ta Khao","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"99.6687916769999","7.3859587438"
"11409","11409","Site/Hospital","P92","Trang","ตรัง","9204","Palian","อ.ปะเหลียน","920401",NULL,NULL,"Z12","รพ.ปะเหลียน","Palian","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"99.69408274","7.20376933"
"11410","11410","Site/Hospital","P92","Trang","ตรัง","9205","Sikao","อ.สิเกา","920501",NULL,NULL,"Z12","รพ.สิเกา","Sikao","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"99.352883263","7.5627096011"
"11411","11411","Site/Hospital","P92","Trang","ตรัง","9206","Huai Yot","อ.ห้วยยอด","920608",NULL,NULL,"Z12","รพ.ห้วยยอด","Huaiyot","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"99.6280261235899","7.80241494112016"
"11412","11412","Site/Hospital","P92","Trang","ตรัง","9207","Wang Wiset","อ.วังวิเศษ","920705",NULL,NULL,"Z12","รพ.วังวิเศษ","Wangwiset","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"99.3938622839999","7.73641937468151"
"11413","11413","Site/Hospital","P92","Trang","ตรัง","9208","Na Yong","อ.นาโยง","920801",NULL,NULL,"Z12","รพ.นาโยง","Nayong","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"99.698645092","7.5671501222"
"11414","11414","Site/Hospital","P93","Phatthalung","พัทลุง","9302","Kong Ra","อ.กงหรา","930204",NULL,NULL,"Z12","รพ.กงหรา","Kong Ra","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"99.953258509","7.403793456"
"11415","11415","Site/Hospital","P93","Phatthalung","พัทลุง","9303","Khao Chaison","อ.เขาชัยสน","930301",NULL,NULL,"Z12","รพ.เขาชัยสน","Khao Chaiso","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.15797154","7.4540179502"
"11416","11416","Site/Hospital","P93","Phatthalung","พัทลุง","9304","Tamot","อ.ตะโหมด","930401",NULL,NULL,"Z12","รพ.ตะโหมด","Tamot","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.13280384","7.3454726778"
"11417","11417","Site/Hospital","P93","Phatthalung","พัทลุง","9305","Khuan Khanun","อ.ควนขนุน","930501",NULL,NULL,"Z12","รพ.ควนขนุน","Khuankhanun","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"100.01032713","7.7294459181"
"11418","11418","Site/Hospital","P93","Phatthalung","พัทลุง","9306","Pak Phayun","อ.ปากพะยูน","930601",NULL,NULL,"Z12","รพ.ปากพะยูน","Pakphayun","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.322433431366","7.34911619501328"
"11419","11419","Site/Hospital","P93","Phatthalung","พัทลุง","9307","Si Banphot","อ.ศรีบรรพต","930701",NULL,NULL,"Z12","รพ.ศรีบรรพต","Si Banphot","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"99.8794784545899","7.717585086820945"
"11420","11420","Site/Hospital","P93","Phatthalung","พัทลุง","9308","Pa Bon","อ.ป่าบอน","930806",NULL,NULL,"Z12","รพ.ป่าบอน","Pabon","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"99.94104466152902","7.840927051973823"
"11421","11421","Site/Hospital","P93","Phatthalung","พัทลุง","9309","Bang Kaeo","อ.บางแก้ว","930901",NULL,NULL,"Z12","รพ.บางแก้ว","Bangkaew","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.175938073932","7.42324204968402"
"11422","11422","Site/Hospital","P93","Phatthalung","พัทลุง","9310","Pa Phayom","อ.ป่าพะยอม","931001",NULL,NULL,"Z12","รพ.ป่าพะยอม","Pa  Phayom","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"99.87973510297002","7.717579887255763"
"11423","11423","Site/Hospital","P94","Pattani","ปัตตานี","9402","Khok Pho","อ.โคกโพธิ์","940202",NULL,NULL,"Z12","รพ.โคกโพธิ์","Khokpho","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"101.12066748","6.7328291897"
"11424","11424","Site/Hospital","P94","Pattani","ปัตตานี","9403","Nong Chik","อ.หนองจิก","940305",NULL,NULL,"Z12","รพ.หนองจิก","Nongchik","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"101.17629349","6.8347508482"
"11425","11425","Site/Hospital","P94","Pattani","ปัตตานี","9404","Panare","อ.ปะนาเระ","940402",NULL,NULL,"Z12","รพ.ปะนาเระ","Panarae","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"101.54310193","6.8435810259"
"11426","11426","Site/Hospital","P94","Pattani","ปัตตานี","9405","Mayo","อ.มายอ","940501",NULL,NULL,"Z12","รพ.มายอ","Mayo","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"101.42120023","6.7168900691"
"11427","11427","Site/Hospital","P94","Pattani","ปัตตานี","9406","Thung Yang Daeng","อ.ทุ่งยางแดง","940601",NULL,NULL,"Z12","รพ.ทุ่งยางแดง","Thungyangdaeng","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"101.428356","6.617249"
"11428","11428","Site/Hospital","P94","Pattani","ปัตตานี","9408","Mai Kaen","อ.ไม้แก่น","940801",NULL,NULL,"Z12","รพ.ไม้แก่น","Maikan","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"101.664737342468","6.61141471934423"
"11429","11429","Site/Hospital","P94","Pattani","ปัตตานี","9409","Yaring","อ.ยะหริ่ง","940908",NULL,NULL,"Z12","รพ.ยะหริ่ง","Yaling","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"101.3697407","6.8591994939"
"11430","11430","Site/Hospital","P94","Pattani","ปัตตานี","9410","Yarang","อ.ยะรัง","941006",NULL,NULL,"Z12","รพ.ยะรัง","Yalang","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"6.749249636","101.29543018"
"11431","11431","Site/Hospital","P94","Pattani","ปัตตานี","9412","Mae Lan","อ.แม่ลาน","941201",NULL,NULL,"Z12","รพ.แม่ลาน","Maelan","Public","District H","SS","Add-on GF","Non-PF",NULL,NULL,NULL,"101.242726","6.658906"
"11432","11432","Site/Hospital","P95","Yala","ยะลา","9503","Bannang Sata","อ.บันนังสตา","950301",NULL,NULL,"Z12","รพ.บันนังสตา","Bannag Sata","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"101.25660489","6.2552813329"
"11433","11433","Site/Hospital","P95","Yala","ยะลา","9504","Than To","อ.ธารโต","950401",NULL,NULL,"Z12","รพ.ธารโต","Thanto","Public","District H","SS","Add-on GF","Non-PF",NULL,NULL,NULL,"101.17841745","6.1713603059"
"11434","11434","Site/Hospital","P95","Yala","ยะลา","9506","Raman","อ.รามัน","950601",NULL,NULL,"Z12","รพ.รามัน","Raman","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"101.43256173","6.4699663993"
"11435","11435","Site/Hospital","P96","Narathiwat","นราธิวาส","9602","Tak Bai","อ.ตากใบ","960201",NULL,NULL,"Z12","รพ.ตากใบ","Takbai","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"102.04665899","6.25026171"
"11436","11436","Site/Hospital","P96","Narathiwat","นราธิวาส","9603","Bacho","อ.บาเจาะ","960301",NULL,NULL,"Z12","รพ.บาเจาะ","Bacho","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"101.66050673","6.50367069"
"11437","11437","Site/Hospital","P96","Narathiwat","นราธิวาส","9605","Ra-Ngae","อ.ระแงะ","960501",NULL,NULL,"Z12","รพ.ระแงะ","Ra-ngae","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"101.727258859331","6.29705791230423"
