"Code","SiteCode","Level","Pcode","Province_EN","Province_TH","Dcode","Distinct_EN","Distinct_TH","Scode","SubDistinct_EN","SubDistinct_TH","Zone","Name_TH","Name_EN","Htype","HType2","Hsize","P_Funded","Focus","Prioritization","CDC","NEAB","x","y"
"10898","10898","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3105","Nong Ki","อ.หนองกี่","310506",NULL,NULL,"Z09","รพ.หนองกี่","Nong Ki","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"102.53553817","14.6864391"
"10899","10899","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3106","Lahan Sai","อ.ละหานทราย","310601",NULL,NULL,"Z09","รพ.ละหานทราย","Lahansai","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"102.8626034","14.404333326"
"10900","10900","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3107","Prakhon Chai","อ.ประโคนชัย","310701",NULL,NULL,"Z09","รพ.ประโคนชัย","Prakonchai","Public","District H","ML","Domestic only","Non-PF",NULL,NULL,NULL,"103.080314841673","14.6116096210013"
"10901","10901","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3108","Ban Kruat","อ.บ้านกรวด","310801",NULL,NULL,"Z09","รพ.บ้านกรวด","Ban Kruat","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"103.10569655","14.40696842"
"10902","10902","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3109","Phutthaisong","อ.พุทไธสง","310902",NULL,NULL,"Z09","รพ.พุทไธสง","Putthaisong","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"103.02603006","15.5441644"
"10904","10904","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3110","Lam Plai Mat","อ.ลำปลายมาศ","311001",NULL,NULL,"Z09","รพ.ลำปลายมาศ","Lamplaimat","Public","District H","ML","Domestic only","Non-PF",NULL,NULL,NULL,"102.83299257","15.014683878"
"10905","10905","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3111","Satuek","อ.สตึก","311102",NULL,NULL,"Z09","รพ.สตึก","Satuk","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"103.287660555393","15.2898675505971"
"10906","10906","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3112","Pakham","อ.ปะคำ","311201",NULL,NULL,"Z09","รพ.ปะคำ","Pakam","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.72687256209","14.4542232324265"
"10907","10907","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3113","Na Pho","อ.นาโพธิ์","311305",NULL,NULL,"Z09","รพ.นาโพธิ์","Na Pho","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.94158936","15.663702569"
"10908","10908","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3114","Nong Hong","อ.หนองหงส์","311401",NULL,NULL,"Z09","รพ.หนองหงส์","Nonghong","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.69100477","14.851092678"
"10909","10909","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3115","Phlapphla Chai","อ.พลับพลาชัย","311504",NULL,NULL,"Z09","รพ.พลับพลาชัย","Plubplachai","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"103.15346838","14.728907822"
"10910","10910","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3116","Huai Rat","อ.ห้วยราช","311608",NULL,NULL,"Z09","รพ.ห้วยราช","Huairaj","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"103.19267572","14.973372017"
"10911","10911","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3117","Non Suwan","อ.โนนสุวรรณ","311701",NULL,NULL,"Z09","รพ.โนนสุวรรณ","Nonsuwan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.600249006745","14.5561159801637"
"10912","10912","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3118","Chamni","อ.ชำนิ","311801",NULL,NULL,"Z09","รพ.ชำนิ","Chamni","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.81877929","14.790429409"
"10913","10913","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3119","Ban Mai Chaiyaphot","อ.บ้านใหม่ไชยพจน์","311901",NULL,NULL,"Z09","รพ.บ้านใหม่ไชยพจน์","Ban Mai Chaiyaphot","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"102.82668909","15.564578995"
"10914","10914","Site/Hospital","P31","Buri Ram","บุรีรัมย์","3120","Non Din Daeng","อ.โนนดินแดง","312001",NULL,NULL,"Z09","รพ.โนนดินแดง","Non Dindang","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.73417937","14.3076673"
"10915","10915","Site/Hospital","P32","Surin","สุรินทร์","3202","Chumphon Buri","อ.ชุมพลบุรี","320201",NULL,NULL,"Z09","รพ.ชุมพลบุรี","Chumpolburi","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"103.4010017","15.348461112"
"10916","10916","Site/Hospital","P32","Surin","สุรินทร์","3203","Tha Tum","อ.ท่าตูม","320301",NULL,NULL,"Z09","รพ.ท่าตูม","Tha Tum","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"103.66793409","15.300863143"
"10917","10917","Site/Hospital","P32","Surin","สุรินทร์","3204","Chom Phra","อ.จอมพระ","320401",NULL,NULL,"Z09","รพ.จอมพระ","Chom Phra","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"103.611811425217","15.11539864718678"
"10918","10918","Site/Hospital","P32","Surin","สุรินทร์","3205","Prasat","อ.ปราสาท","320501",NULL,NULL,"Z09","รพ.ปราสาท","Prasart","Public","General H","ML","Add-on GF","Non-PF",NULL,NULL,NULL,"103.41054081916809","14.631678098704711"
"10919","10919","Site/Hospital","P32","Surin","สุรินทร์","3206","Kap Choeng","อ.กาบเชิง","320601",NULL,NULL,"Z09","รพ.กาบเชิง","Kapchoeng","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"103.590856556676","14.4772431179314"
"10920","10920","Site/Hospital","P32","Surin","สุรินทร์","3207","Rattanaburi","อ.รัตนบุรี","320701",NULL,NULL,"Z09","รพ.รัตนบุรี","Ratanaburi","Public","District H","ML","Add-on GF","Non-PF",NULL,NULL,NULL,"103.84817918","15.31060513"
"10921","10921","Site/Hospital","P32","Surin","สุรินทร์","3208","Sanom","อ.สนม","320801",NULL,NULL,"Z09","รพ.สนม","Sanom","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"103.75462532","15.2106918"
"10922","10922","Site/Hospital","P32","Surin","สุรินทร์","3209","Sikhoraphum","อ.ศีขรภูมิ","320901",NULL,NULL,"Z09","รพ.ศีขรภูมิ","Sikhoraphum","Public","District H","ML","Add-on GF","Non-PF",NULL,NULL,NULL,"103.80474599","14.941062672"
"10923","10923","Site/Hospital","P32","Surin","สุรินทร์","3210","Sangkha","อ.สังขะ","321001",NULL,NULL,"Z09","รพ.สังขะ","Sangkha","Public","District H","ML","Add-on GF","Non-PF",NULL,NULL,NULL,"103.84789109","14.63564628"
"10924","10924","Site/Hospital","P32","Surin","สุรินทร์","3211","Lamduan","อ.ลำดวน","321101",NULL,NULL,"Z09","รพ.ลำดวน","Lamduan","Public","District H","M","Add-on GF","Non-PF",NULL,NULL,NULL,"103.65531659","14.7390202"
"10925","10925","Site/Hospital","P32","Surin","สุรินทร์","3212","Samrong Thap","อ.สำโรงทาบ","321202",NULL,NULL,"Z09","รพ.สำโรงทาบ","Samrongtab","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"103.60859680175781","14.998141288757324"
"10926","10926","Site/Hospital","P32","Surin","สุรินทร์","3213","Buachet","อ.บัวเชด","321301",NULL,NULL,"Z09","รพ.บัวเชด","Buached","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"103.942459105465","14.52672386139271"
"10927","10927","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3302","Yang Chum Noi","อ.ยางชุมน้อย","330201",NULL,NULL,"Z10","รพ.ยางชุมน้อย","Yangchumnoi","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.400193677154","15.2646634940117"
"10928","10928","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3303","Kanthararom","อ.กันทรารมย์","330301",NULL,NULL,"Z10","รพ.กันทรารมย์","Kanthararom","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"104.57338572","15.10353201"
"10929","10929","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3304","Kantharalak","อ.กันทรลักษ์","330406",NULL,NULL,"Z10","รพ.กันทรลักษ์","Kantharalak","Public","District H","ML","Domestic only","Non-PF",NULL,NULL,NULL,"104.65378083","14.633413448"
"10930","10930","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3305","Khukhan","อ.ขุขันธ์","330509",NULL,NULL,"Z10","รพ.ขุขันธ์","Kukan","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"104.21841145","14.66665386"
"10931","10931","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3306","Phrai Bueng","อ.ไพรบึง","330601",NULL,NULL,"Z10","รพ.ไพรบึง","Praibueng","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.36382549","14.742188864"
"10932","10932","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3307","Prang Ku","อ.ปรางค์กู่","330701",NULL,NULL,"Z10","รพ.ปรางค์กู่","Prangku","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.0382543951273","14.864762116051894"
"10933","10933","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3308","Khun Han","อ.ขุนหาญ","330801",NULL,NULL,"Z10","รพ.ขุนหาญ","Khunhan","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"104.42688264","14.615570549"
"10934","10934","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3309","Rasi Salai","อ.ราษีไศล","330901",NULL,NULL,"Z10","รพ.ราษีไศล","Rasisalai","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"104.5733011587851","15.10392338553937"
"10935","10935","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3310","Uthumphon Phisai","อ.อุทุมพรพิสัย","331001",NULL,NULL,"Z10","รพ.อุทุมพรพิสัย","Uthumphon Phisai","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"104.14173263","15.109569587"
"10936","10936","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3311","Bueng Bun","อ.บึงบูรพ์","331102",NULL,NULL,"Z10","รพ.บึงบูรพ์","Bueng Bun","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.05042884","15.333685427"
"10937","10937","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3312","Huai Thap Than","อ.ห้วยทับทัน","331201",NULL,NULL,"Z10","รพ.ห้วยทับทัน","Huai Thapthan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.037870957372","15.052131168209"
"10938","10938","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3313","Non Khun","อ.โนนคูณ","331301",NULL,NULL,"Z10","รพ.โนนคูณ","Nonkhun","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.6904047","14.921891132"
"10939","10939","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3314","Si Rattana","อ.ศรีรัตนะ","331401",NULL,NULL,"Z10","รพ.ศรีรัตนะ","Srirattana","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"104.47244504","14.792974539"
"10940","10940","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3316","Wang Hin","อ.วังหิน","331601",NULL,NULL,"Z10","รพ.วังหิน","Wanghin","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.23321788","14.944963248"
"10941","10941","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3315","Nam Kliang","อ.น้ำเกลี้ยง","331501",NULL,NULL,"Z10","รพ.น้ำเกลี้ยง","Nam Kliang","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.51413004","14.926484971"
"10942","10942","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3317","Phu Sing","อ.ภูสิงห์","331703",NULL,NULL,"Z10","รพ.ภูสิงห์","Phusing","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.13611048","14.550133372"
"10943","10943","Site/Hospital","P33","Si Sa Ket","ศรีสะเกษ","3318","Mueang Chan","อ.เมืองจันทร์","331803",NULL,NULL,"Z10","รพ.เมืองจันทร์","Muang Chan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.05631677","15.183375884"
"10944","10944","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3402","Si Mueang Mai","อ.ศรีเมืองใหม่","340201",NULL,NULL,"Z10","รพ.ศรีเมืองใหม่","Srimuangmai","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"105.2804043","15.496337573"
"10945","10945","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3403","Khong Chiam","อ.โขงเจียม","340301",NULL,NULL,"Z10","รพ.โขงเจียม","Khong Chiam","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"105.487233295076","15.3213831316487"
"10946","10946","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3404","Khueang Nai","อ.เขื่องใน","340401",NULL,NULL,"Z10","รพ.เขื่องใน","Khueang Nai","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"104.558685546264","15.387110097661"
"10947","10947","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3405","Khemarat","อ.เขมราฐ","340501",NULL,NULL,"Z10","รพ.เขมราฐ","Khemmarat","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"105.21234322031","16.0389018069695"
"10948","10948","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3408","Na Chaluai","อ.นาจะหลวย","340801",NULL,NULL,"Z10","รพ.นาจะหลวย","Na Cha Luai","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"105.243255304075","14.5214645935314"
"10949","10949","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3409","Nam Yuen","อ.น้ำยืน","340907",NULL,NULL,"Z10","รพ.น้ำยืน","Nam Yuen","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"104.9851292745257","14.47899220047003"
"10950","10950","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3410","Buntharik","อ.บุณฑริก","341001",NULL,NULL,"Z10","รพ.บุณฑริก","Buntharik","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"105.410597851252","14.7567470160917"
"10951","10951","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3411","Trakan Phuet Phon","อ.ตระการพืชผล","341101",NULL,NULL,"Z10","รพ.ตระการพืชผล","Trakan Phuet Phon","Public","District H","ML","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"105.018959636532","15.6098418618354"
"10952","10952","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3412","Kut Khaopun","อ.กุดข้าวปุ้น","341201",NULL,NULL,"Z10","รพ.กุดข้าวปุ้น","Kut Khaopun","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"104.99799310992","15.7932758804525"
"10953","10953","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3414","Muang Sam Sip","อ.ม่วงสามสิบ","341401",NULL,NULL,"Z10","รพ.ม่วงสามสิบ","Muang Sam Sip","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"104.731636819975","15.5119238897423"
"10954","10954","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3415","Warin Chamrap","อ.วารินชำราบ","341510",NULL,NULL,"Z10","รพ.วารินชำราบ","Warin Chamrap","Public","General H","ML","Add-on PEPFAR","PF-1",NULL,"USAID",NULL,"104.8393750190735","15.19363975896733"
"10956","10956","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3419","Phibun Mangsahan","อ.พิบูลมังสาหาร","341901",NULL,NULL,"Z10","รพ.พิบูลมังสาหาร","Phibun Mangsahan","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"105.23194053","15.243131873"
"10957","10957","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3420","Tan Sum","อ.ตาลสุม","342001",NULL,NULL,"Z10","รพ.ตาลสุม","Tan Sum","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"105.125195600176","15.3123013029332"
"10958","10958","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3421","Pho Sai","อ.โพธิ์ไทร","342101",NULL,NULL,"Z10","รพ.โพธิ์ไทร","Phosai","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"105.262758178067","15.8291774383454"
"10959","10959","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3422","Samrong","อ.สำโรง","342201",NULL,NULL,"Z10","รพ.สำโรง","Samrong","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"104.774325053248","15.0276313906737"
"10960","10960","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3424","Don Mot Daeng","อ.ดอนมดแดง","342402",NULL,NULL,"Z10","รพ.ดอนมดแดง","Don Mot Daeng","Public","District H","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"105.02983001833","15.3783856770146"
"10961","10961","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3425","Sirindhorn","อ.สิรินธร","342504",NULL,NULL,"Z10","รพ.สิรินธร","Sirindhorn UB","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.77262006","16.250183876"
"10962","10962","Site/Hospital","P34","Ubon Ratchathani","อุบลราชธานี","3426","Thung Si Udom","อ.ทุ่งศรีอุดม","342603",NULL,NULL,"Z10","รพ.ทุ่งศรีอุดม","Thung Si Udom","Public","District H","SS","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"104.91394827","14.723192561"
"10963","10963","Site/Hospital","P35","Yasothon","ยโสธร","3502","Sai Mun","อ.ทรายมูล","350201",NULL,NULL,"Z10","รพ.ทรายมูล","Nonkoon","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.20316261","15.946224736"
"10964","10964","Site/Hospital","P35","Yasothon","ยโสธร","3503","Kut Chum","อ.กุดชุม","350301",NULL,NULL,"Z10","รพ.กุดชุม","Kudchum","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.337794971581","16.0209889877017"
"10965","10965","Site/Hospital","P35","Yasothon","ยโสธร","3504","Kham Khuean Kaeo","อ.คำเขื่อนแก้ว","350401",NULL,NULL,"Z10","รพ.คำเขื่อนแก้ว","Kham Khuean Kaeo","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.30541158","15.65492319"
"10966","10966","Site/Hospital","P35","Yasothon","ยโสธร","3505","Pa Tio","อ.ป่าติ้ว","350501",NULL,NULL,"Z10","รพ.ป่าติ้ว","Patiew","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.38505772","15.830203674"
"10967","10967","Site/Hospital","P35","Yasothon","ยโสธร","3506","Maha Chana Chai","อ.มหาชนะชัย","350601",NULL,NULL,"Z10","รพ.มหาชนะชัย","Mahachanachai","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.24601060065","15.5184082077979"
"10968","10968","Site/Hospital","P35","Yasothon","ยโสธร","3507","Kho Wang","อ.ค้อวัง","350704",NULL,NULL,"Z10","รพ.ค้อวัง","Khowang","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.361289863941","15.3658751212312"
"10969","10969","Site/Hospital","P35","Yasothon","ยโสธร","3509","Thai Charoen","อ.ไทยเจริญ","350901",NULL,NULL,"Z10","รพ.ไทยเจริญ","Thaicharoen","Public","District H","SS","Domestic only","Non-PF",NULL,NULL,NULL,"104.43706662","16.066471807"
"10970","10970","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3602","Ban Khwao","อ.บ้านเขว้า","360201",NULL,NULL,"Z09","รพ.บ้านเขว้า","Ban Khwao","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.90832138","15.78368457"
"10971","10971","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3603","Khon Sawan","อ.คอนสวรรค์","360301",NULL,NULL,"Z09","รพ.คอนสวรรค์","Kornsawan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.281734379999","15.9327084885805"
"10972","10972","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3604","Kaset Sombun","อ.เกษตรสมบูรณ์","360401",NULL,NULL,"Z09","รพ.เกษตรสมบูรณ์","Kasetsombun","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"101.955118565368","16.2793645587553"
"10973","10973","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3605","Nong Bua Daeng","อ.หนองบัวแดง","360501",NULL,NULL,"Z09","รพ.หนองบัวแดง","Nongbuadang","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"101.810381471262","16.0829714920858"
"10974","10974","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3606","Chatturat","อ.จัตุรัส","360610",NULL,NULL,"Z09","รพ.จัตุรัส","Jaturas","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"101.8546371459961","15.570643424987793"
"10975","10975","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3607","Bamnet Narong","อ.บำเหน็จณรงค์","360702",NULL,NULL,"Z09","รพ.บำเหน็จณรงค์","Bamnet Narong","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"101.68889523","15.43883009"
"10976","10976","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3608","Nong Bua Rawe","อ.หนองบัวระเหว","360801",NULL,NULL,"Z09","รพ.หนองบัวระเหว","Nongbuarawae","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.77806063","15.730467584"
"10977","10977","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3609","Thep Sathit","อ.เทพสถิต","360901",NULL,NULL,"Z09","รพ.เทพสถิต","Thepsathit","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.4445158","15.39079558"
"10978","10978","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3610","Phu Khiao","อ.ภูเขียว","361001",NULL,NULL,"Z09","รพ.ภูเขียวเฉลิมพระเกียรติ","Phukieo","Public","General H","ML","Domestic only","Non-PF",NULL,NULL,NULL,"102.128690295656","16.3752917059956"
"10979","10979","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3611","Ban Thaen","อ.บ้านแท่น","361101",NULL,NULL,"Z09","รพ.บ้านแท่น","Ban Tan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.344614866057","16.4038323492833"
"10980","10980","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3612","Kaeng Khro","อ.แก้งคร้อ","361201",NULL,NULL,"Z09","รพ.แก้งคร้อ","Kaengkhro","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"102.25844622","16.10789571"
"10981","10981","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3613","Khon San","อ.คอนสาร","361307",NULL,NULL,"Z09","รพ.คอนสาร","Kornsan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.915133999999","16.615816"
"10982","10982","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3614","Phakdi Chumphon","อ.ภักดีชุมพล","361402",NULL,NULL,"Z09","รพ.ภักดีชุมพล","Phakdeechumpol","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.4213777","15.845411519"
"10983","10983","Site/Hospital","P36","Chaiyaphum","ชัยภูมิ","3615","Noen Sa-Nga","อ.เนินสง่า","361501",NULL,NULL,"Z09","รพ.เนินสง่า","Noen Sanga","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.995160579999","15.56868093"
"10985","10985","Site/Hospital","P37","Amnat Charoen","อำนาจเจริญ","3702","Chanuman","อ.ชานุมาน","370201",NULL,NULL,"Z10","รพ.ชานุมาน","Chanumarn","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.99985028","16.235984923"
"10986","10986","Site/Hospital","P37","Amnat Charoen","อำนาจเจริญ","3703","Pathum Ratchawongsa","อ.ปทุมราชวงศา","370303",NULL,NULL,"Z10","รพ.ปทุมราชวงศา","Pathumrachwongsa","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.93623212","15.900280025"
"10987","10987","Site/Hospital","P37","Amnat Charoen","อำนาจเจริญ","3704","Phana","อ.พนา","370404",NULL,NULL,"Z10","รพ.พนา","Phana","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.86180227","15.670406865"
"10988","10988","Site/Hospital","P37","Amnat Charoen","อำนาจเจริญ","3705","Senangkhanikhom","อ.เสนางคนิคม","370501",NULL,NULL,"Z10","รพ.เสนางคนิคม","Senangkhanikhom","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.66929553","16.044030411"
"10989","10989","Site/Hospital","P37","Amnat Charoen","อำนาจเจริญ","3706","Hua Taphan","อ.หัวตะพาน","370608",NULL,NULL,"Z10","รพ.หัวตะพาน","Huataphan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.49281979","15.69563715"
"10990","10990","Site/Hospital","P37","Amnat Charoen","อำนาจเจริญ","3707","Lue Amnat","อ.ลืออำนาจ","370701",NULL,NULL,"Z10","รพ.ลืออำนาจ","Lue Amnat","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"104.64274764","15.69955499"
"10991","10991","Site/Hospital","P39","Nong Bua Lam Phu","หนองบัวลำภู","3902","Na Klang","อ.นากลาง","390201",NULL,NULL,"Z08","รพ.นากลาง","Naklang","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"102.20538608","17.301898121"
"10992","10992","Site/Hospital","P39","Nong Bua Lam Phu","หนองบัวลำภู","3903","Non Sang","อ.โนนสัง","390301",NULL,NULL,"Z08","รพ.โนนสัง","Non Sang","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.54997015","16.87130926"
"10993","10993","Site/Hospital","P39","Nong Bua Lam Phu","หนองบัวลำภู","3904","Si Bun Rueang","อ.ศรีบุญเรือง","390401",NULL,NULL,"Z08","รพ.ศรีบุญเรือง","Sribunruang","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"102.28117109","16.969165335"
"10994","10994","Site/Hospital","P39","Nong Bua Lam Phu","หนองบัวลำภู","3905","Suwannakhuha","อ.สุวรรณคูหา","390506",NULL,NULL,"Z08","รพ.สุวรรณคูหา","Suwankhuha","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"102.28136091","17.565521552"
"10995","10995","Site/Hospital","P40","Khon Kaen","ขอนแก่น","4002","Ban Fang","อ.บ้านฝาง","400206",NULL,NULL,"Z07","รพ.บ้านฝาง","Ban Fang","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"102.653962540638","16.4488754303537"
